T,7,101,1,181097445,0
T,8,112,2,181543568,5
T,10,100,3,182948535,0
T,9,107,1,184232150,4
T,9,101,1,185231016,5
T,5,101,2,185436470,1
T,7,101,1,186490043,1
T,8,112,2,188167121,2
T,10,272,3,188796172,0
T,10,272,3,188936821,0
T,9,100,1,189507048,2
T,9,100,1,190125638,0
T,6,100,4,190545206,4
T,7,101,1,190885098,5
T,9,103,1,192451982,3
T,7,101,1,193822631,1
T,9,101,1,194574926,1
T,5,100,2,195882459,2
T,9,107,1,197481953,3
T,6,100,4,199044072,0
T,9,101,1,200785377,4
T,4,101,1,201662520,5
T,4,101,1,203544209,0
T,9,108,1,204553373,0
T,10,272,3,206136706,0
T,5,100,2,207330888,5
T,10,272,3,208722549,0
T,10,272,3,209797459,0
T,9,104,1,211683630,2
T,7,100,1,213632544,2
T,9,108,1,215012502,4
T,9,105,1,216149137,0
T,10,100,3,217271603,0
T,6,101,4,217958089,2
T,10,272,3,219223667,0
T,4,100,1,219829827,0
T,9,108,1,221519813,4
T,7,101,1,223112654,5
T,9,100,1,223829710,0
T,7,103,1,224571870,1
T,9,105,1,225832586,3
T,9,107,1,227086834,5
T,8,112,2,227829869,2
T,7,100,1,228333747,5
T,8,100,2,228887538,1
T,9,104,1,230223991,5
T,10,272,3,230534809,0
T,10,272,3,231111875,0
T,8,112,2,232696697,0
T,9,104,1,232911046,0
T,9,102,1,234832341,5
T,9,101,1,236136240,0
T,7,101,1,236950752,3
T,5,100,2,238857916,2
T,9,101,1,239989183,3
T,4,100,1,240402073,1
T,10,272,3,240680710,0
T,10,100,3,241951073,0
T,9,103,1,242848783,4
T,9,108,1,244752683,2
T,9,107,1,246045185,2
T,9,101,1,247456985,1
T,6,100,4,248060018,1
T,5,100,2,248165629,1
T,9,108,1,248334079,2
T,7,103,1,249908350,2
T,10,100,3,251449900,0
T,7,101,1,252786778,5
T,9,103,1,253127481,3
T,9,102,1,254961052,2
T,5,100,2,256723314,1
T,8,112,2,257084102,3
T,9,104,1,258028223,5
T,10,272,3,259046269,0
T,4,100,1,260686698,3
T,8,112,2,260978224,0
T,7,103,1,262309510,4
T,10,272,3,263617987,0
T,4,100,1,264806333,3
T,9,104,1,266133858,1
T,9,108,1,267219541,0
T,8,112,2,268724912,2
T,4,100,1,269688194,2
T,9,104,1,270628003,5
T,10,100,3,271681842,0
T,4,101,1,272024947,2
T,10,272,3,273938795,0
T,9,100,1,275861990,5
T,9,107,1,276355379,0
T,9,108,1,277382406,5
T,9,103,1,278634203,2
T,5,101,2,280581472,3
T,9,101,1,282002724,0
T,9,103,1,282434867,5
T,8,100,2,283390485,4
T,4,100,1,283736829,3
T,9,102,1,285339655,3
T,7,103,1,286311001,2
T,10,272,3,286922141,0
T,9,102,1,287421879,3
T,10,100,3,289333874,0
T,4,101,1,291085837,2
T,9,100,1,292708476,2
T,7,103,1,294192472,4
T,9,102,1,295421957,3
T,9,105,1,297121816,4
T,9,108,1,299045502,2
T,5,100,2,299948650,4
T,7,101,1,300715914,0
T,9,107,1,302207770,3
T,10,100,3,303346549,0
T,10,100,3,304499929,0
T,10,272,3,306423822,0
T,4,101,1,307626821,0
T,10,100,3,309241895,0
T,5,100,2,310326488,0
T,9,104,1,311733557,2
T,9,101,1,313621046,2
T,9,109,1,314385132,3
T,9,108,1,314560417,4
T,9,103,1,316095706,5
T,10,100,3,317761788,0
T,4,100,1,319337954,5
T,10,272,3,319786846,0
T,9,100,1,320567108,0
T,10,272,3,321418860,0
T,9,102,1,322632796,1
T,9,102,1,323099943,1
T,4,101,1,324632580,4
T,7,103,1,325219514,1
T,9,104,1,325854972,3
T,9,108,1,327376025,2
T,9,101,1,328200728,3
T,10,272,3,329640679,0
T,10,272,3,330698733,0
T,10,100,3,331605493,0
T,10,100,3,332202949,0
T,9,105,1,332923438,4
T,10,272,3,333069448,0
T,10,272,3,333745075,0
T,4,100,1,335407814,4
T,9,104,1,336780921,1
T,10,100,3,338216005,0
T,6,101,4,339900565,5
T,9,102,1,340204332,5
T,10,100,3,340952211,0
T,9,100,1,341817380,4
T,9,101,1,342602559,2
T,9,102,1,342979718,1
T,9,105,1,344132057,4
T,10,100,3,344770962,0
T,10,272,3,346562290,0
T,7,101,1,347644452,0
T,10,100,3,349326022,0
T,10,272,3,351199676,0
T,10,272,3,351489054,0
T,10,100,3,352143663,0
T,9,108,1,353654686,2
T,9,104,1,354553754,4
T,10,272,3,354880972,0
T,9,108,1,356280255,0
T,10,272,3,357659690,0
T,7,100,1,359487439,5
T,9,104,1,360443697,5
T,5,100,2,361181995,0
T,10,100,3,361485821,0
T,7,103,1,362400870,1
T,9,109,1,363732611,3
T,9,102,1,365206081,3
T,4,101,1,366161962,4
T,10,272,3,366330573,0
T,9,103,1,367363167,3
T,10,272,3,367671528,0
T,10,272,3,368913355,0
T,10,272,3,369140337,0
T,9,103,1,371018791,0
T,10,100,3,372508717,0
T,6,100,4,374258744,0
T,8,100,2,374789091,4
T,4,100,1,375341973,4
T,10,100,3,376131012,0
T,9,100,1,378031220,2
T,10,100,3,379264133,0
T,7,100,1,380750471,0
T,10,100,3,380881635,0
T,8,100,2,381660632,4
T,4,101,1,382026463,0
T,9,109,1,383690236,0
T,4,101,1,384866574,2
T,9,108,1,385431197,4
T,10,100,3,387056336,0
T,9,109,1,388116920,2
T,9,100,1,389221417,0
T,10,272,3,390760267,0
T,5,101,2,392746166,0
T,4,100,1,393110808,0
T,7,103,1,394360794,4
T,9,107,1,395573452,4
T,7,103,1,396575645,4
T,4,100,1,398040716,5
T,10,100,3,399042638,0
T,9,103,1,399853429,3
T,10,272,3,400825822,0
T,9,105,1,401581231,3
T,9,105,1,403121599,1
T,10,100,3,403412911,0
T,10,100,3,404418621,0
T,4,101,1,405685415,1
T,4,101,1,406041752,5
T,9,107,1,406249642,5
T,10,272,3,407087097,0
T,4,100,1,408564372,1
T,9,101,1,410437248,2
T,9,101,1,411741222,2
T,7,101,1,413450644,4
T,10,100,3,414827798,0
T,10,272,3,414988517,0
T,5,101,2,415824666,2
T,4,100,1,417303217,4
T,9,102,1,418731074,5
T,10,100,3,420395783,0
T,9,107,1,421447147,3
T,8,112,2,423060443,2
T,8,100,2,423486717,0
T,5,100,2,423757805,5
T,7,103,1,424876311,3
T,9,107,1,425428391,2
T,9,101,1,426429985,2
T,5,101,2,427929063,4
T,8,100,2,429285938,3
T,4,100,1,429828927,2
T,9,104,1,430617049,2
T,5,101,2,431620198,5
T,5,101,2,433195903,4
T,7,103,1,434986627,5
T,8,112,2,435175341,5
T,9,108,1,437083316,0
T,8,112,2,438031452,4
T,9,107,1,438372988,2
T,9,105,1,440153482,1
T,10,272,3,441998366,0
T,9,105,1,443014216,0
T,10,100,3,444027895,0
T,9,109,1,444957877,0
T,10,272,3,445522547,0
T,8,100,2,446693108,0
T,9,109,1,447199753,4
T,10,272,3,448036062,0
T,9,102,1,448351658,1
T,5,100,2,449714980,1
T,5,100,2,451435759,1
T,9,108,1,453129336,4
T,9,105,1,453892327,5
T,5,100,2,454919704,3
T,9,104,1,455137505,4
T,8,100,2,456205849,2
T,9,100,1,458050043,2
T,7,103,1,459439809,0
T,9,107,1,460756847,3
T,9,100,1,462555154,3
T,9,103,1,463923943,2
T,9,102,1,464968758,0
T,4,101,1,465245609,5
T,9,102,1,465865165,0
T,9,108,1,467061447,4
T,9,105,1,467754717,2
T,9,105,1,469108574,5
T,4,101,1,469899985,0
T,4,101,1,470528458,2
T,9,102,1,470799380,2
T,9,102,1,471549983,2
T,10,272,3,471920414,0
T,9,101,1,473192558,2
T,9,105,1,474697893,1
T,9,109,1,476152705,0
T,9,109,1,476290937,2
T,8,100,2,477107601,1
T,10,272,3,477610265,0
T,7,100,1,477872091,1
T,7,100,1,479588732,4
T,9,109,1,481076898,0
T,8,100,2,481966936,4
T,5,100,2,483684045,5
T,9,102,1,484701912,5
T,4,101,1,486310992,5
T,7,101,1,487008529,4
T,9,108,1,488228431,1
T,7,101,1,489099849,1
T,9,108,1,490813478,3
T,7,101,1,492019641,4
T,9,102,1,493800003,1
T,9,104,1,495244652,0
T,9,105,1,495559798,4
T,9,109,1,496257618,0
T,4,100,1,497299908,2
T,10,100,3,499142739,0
T,9,103,1,501097942,3
T,8,100,2,501309629,3
T,9,105,1,502219478,1
T,10,272,3,502790369,0
T,4,100,1,504253435,5
T,8,100,2,504433762,1
T,7,101,1,506276727,5
T,5,101,2,507667205,3
T,4,100,1,508303916,0
T,6,100,4,509929037,4
T,9,107,1,511656788,0
T,7,101,1,511856925,0
T,7,103,1,512915561,4
T,4,101,1,514139747,4
T,4,100,1,514540849,5
T,7,100,1,515380757,4
T,7,101,1,516874044,1
T,9,109,1,517115977,2
T,10,100,3,518034817,0
T,10,100,3,519467915,0
T,9,105,1,521135151,2
T,4,100,1,521740828,2
T,9,101,1,523382626,4
T,9,102,1,524221450,0
T,9,102,1,525295834,5
T,10,272,3,526720680,0
T,5,100,2,528322335,0
T,9,108,1,529037728,0
T,6,100,4,529799580,0
T,10,272,3,531609610,0
T,9,104,1,533289375,0
T,9,104,1,535197410,2
T,9,105,1,535558453,2
T,10,272,3,537523841,0
T,9,108,1,538334852,3
T,10,272,3,539886224,0
T,9,109,1,541666353,2
T,4,101,1,542669401,0
T,9,102,1,543385473,4
T,8,100,2,544871521,2
T,7,101,1,546476569,4
T,9,108,1,547514267,2
T,4,101,1,548526403,4
T,7,100,1,550033977,0
T,9,105,1,551813997,4
T,9,102,1,552213427,0
T,10,272,3,552386405,0
T,5,100,2,553254651,5
T,8,100,2,553676434,4
T,9,105,1,554707442,2
T,9,102,1,555576991,4
T,9,104,1,555914909,1
T,4,100,1,557100699,3
T,9,109,1,557749684,0
T,9,108,1,559132883,1
T,7,101,1,559490072,1
T,5,100,2,559952158,3
T,10,272,3,560236268,0
T,10,272,3,561736829,0
T,8,100,2,562973844,4
T,7,101,1,564566615,1
T,9,102,1,565733553,2
T,7,100,1,566330024,1
T,10,100,3,567186878,0
T,9,105,1,568972278,3
T,10,100,3,570355626,0
T,10,100,3,571104255,0
T,9,108,1,572065754,4
T,9,101,1,572830609,1
T,9,108,1,574356900,3
T,9,102,1,575798645,4
T,9,102,1,576953226,3
T,10,100,3,578796778,0
T,5,100,2,579242088,2
T,5,100,2,580430295,2
T,10,100,3,581055852,0
T,6,101,4,582466618,1
T,7,103,1,583620590,0
T,9,102,1,585102052,1
T,9,105,1,585288442,4
T,10,100,3,585558778,0
T,4,101,1,586100875,5
T,9,107,1,587540936,4
T,4,101,1,588274473,5
T,9,107,1,589325623,2
T,4,100,1,590347542,1
T,9,108,1,591160977,1
T,9,105,1,591930632,5
T,9,105,1,592304868,3
T,9,109,1,592627551,4
T,8,112,2,593288479,0
T,9,102,1,593494605,0
T,7,101,1,594471497,4
T,7,100,1,595782994,2
T,9,103,1,596927932,1
T,10,272,3,598073906,0
T,10,272,3,598222510,0
T,4,101,1,599281392,4
T,10,100,3,600604753,0
T,8,100,2,601742621,2
T,9,108,1,602968143,2
T,4,100,1,603349024,3
T,10,272,3,605050947,0
T,9,100,1,605258232,3
T,9,103,1,606518424,2
T,7,101,1,607562885,4
T,9,104,1,609089784,4
T,9,102,1,610015859,0
T,9,105,1,610882591,4
T,9,103,1,612050298,4
T,9,100,1,612231906,0
T,5,101,2,613421025,3
T,9,109,1,614208819,1
T,10,272,3,614649610,0
T,9,104,1,615455036,4
T,9,109,1,616582318,4
T,9,104,1,618393067,3
T,4,101,1,618722924,5
T,10,272,3,620493839,0
T,10,100,3,621845649,0
T,9,103,1,622053348,5
T,9,102,1,623472509,4
T,9,107,1,625295657,1
T,9,100,1,626864755,4
T,5,100,2,627622615,3
T,9,107,1,628150206,5
T,9,108,1,629775678,5
T,4,100,1,630310505,4
T,9,108,1,631200763,4
T,8,100,2,632418811,3
T,8,112,2,634137790,5
T,10,272,3,635517213,0
T,9,103,1,636787605,2
T,7,101,1,638365889,2
T,6,101,4,639472109,2
T,8,112,2,639827697,2
T,9,109,1,641806242,3
T,10,272,3,643527475,0
T,10,272,3,643715694,0
T,7,103,1,644542070,0
T,10,272,3,646209352,0
T,9,103,1,646877958,4
T,10,272,3,647265840,0
T,5,100,2,647472302,1
T,9,109,1,648910168,1
T,7,100,1,649702843,3
T,9,101,1,651419256,5
T,5,100,2,652888471,3
T,10,272,3,653989753,0
T,9,104,1,654688312,2
T,9,101,1,655992356,5
T,7,103,1,657875633,5
T,10,100,3,658852001,0
T,10,100,3,659028211,0
T,10,272,3,660780684,0
T,9,104,1,660900118,0
T,7,103,1,661702752,0
T,7,103,1,662902327,4
T,9,102,1,663983837,4
T,7,100,1,664424612,2
T,9,104,1,664915099,5
T,4,101,1,666205822,2
T,9,103,1,667587086,1
T,10,272,3,669421409,0
T,9,105,1,670362017,0
T,9,102,1,671463310,1
T,8,100,2,672110216,0
T,9,108,1,672901490,2
T,7,103,1,673025472,4
T,7,101,1,673621034,5
T,4,100,1,674364453,3
T,5,101,2,674710691,5
T,9,104,1,676099653,2
T,6,100,4,676520906,3
T,9,105,1,678092982,3
T,9,108,1,679874887,4
T,9,103,1,681401667,1
T,9,101,1,682438565,4
T,9,105,1,683721712,0
T,5,100,2,684947169,4
T,5,101,2,685973775,4
T,5,100,2,687296724,5
T,9,109,1,689092674,3
T,4,100,1,690063882,4
T,9,100,1,691133559,4
T,9,104,1,691279214,5
T,9,100,1,691836186,5
T,9,100,1,692658715,3
T,9,109,1,694634027,0
T,4,101,1,695336099,0
T,9,102,1,696965529,5
T,9,107,1,698934791,2
T,9,107,1,699203087,3
T,9,109,1,700673647,1
T,10,100,3,701147933,0
T,10,272,3,702356996,0
T,5,100,2,704042819,0
T,4,101,1,705555250,3
T,9,107,1,706450650,4
T,10,100,3,707516651,0
T,8,112,2,709452095,1
T,9,101,1,711249693,0
T,9,100,1,711781877,1
T,4,100,1,713135522,3
T,9,100,1,714788549,1
T,4,101,1,716020507,1
T,6,100,4,717177253,1
T,10,100,3,718988080,0
T,10,272,3,720299132,0
T,9,105,1,721031977,1
T,10,100,3,721999275,0
T,7,100,1,723340090,4
T,10,100,3,724752892,0
T,9,109,1,724951215,3
T,10,272,3,726699166,0
T,9,107,1,727112098,3
T,7,100,1,728205138,4
T,7,100,1,730103532,2
T,9,108,1,731382940,0
T,9,107,1,732594413,4
T,5,100,2,733120841,2
T,8,100,2,734997408,3
T,9,109,1,736836799,5
T,6,101,4,738349591,3
T,9,100,1,738844198,0
T,10,100,3,739949560,0
T,6,101,4,740081717,2
T,6,100,4,740427746,5
T,9,108,1,741986580,1
T,9,103,1,742588493,3
T,9,104,1,743666291,3
T,9,105,1,744314825,2
T,8,112,2,744621621,3
T,10,272,3,746318872,0
T,10,100,3,747196296,0
T,8,100,2,749108413,4
T,7,100,1,749755295,0
T,9,107,1,750174924,2
T,6,100,4,751469859,3
T,10,272,3,752724640,0
T,9,105,1,754425523,2
T,10,272,3,755491951,0
T,5,101,2,755885465,1
T,9,108,1,757850597,1
T,9,100,1,758021530,4
T,10,100,3,759836991,0
T,9,100,1,760225331,3
T,10,100,3,760467870,0
T,9,100,1,761628468,1
T,9,100,1,763065881,4
T,9,108,1,764188985,5
T,4,101,1,764324062,0
T,9,104,1,765025291,4
T,4,101,1,765349720,1
T,10,100,3,765955068,0
T,6,101,4,766615688,2
T,10,100,3,767498033,0
T,10,272,3,768782928,0
T,7,103,1,769512020,1
T,9,101,1,771411836,5
T,9,100,1,772361766,0
T,9,109,1,772579447,3
T,9,102,1,773727726,0
T,10,272,3,775014413,0
T,10,100,3,776990926,0
T,9,100,1,777534299,1
T,10,272,3,778202826,0
T,4,100,1,778890810,5
T,10,100,3,779366943,0
T,10,272,3,779499780,0
T,10,100,3,781177371,0
T,10,272,3,781438720,0
T,7,103,1,782727167,1
T,10,272,3,784247012,0
T,10,272,3,785151995,0
T,9,102,1,786770676,5
T,4,101,1,787075537,0
T,9,101,1,788444667,2
T,9,107,1,788606796,2
T,9,108,1,789185236,3
T,8,112,2,789674756,3
T,9,107,1,791394108,0
T,9,103,1,791648262,5
T,4,100,1,793240757,3
T,9,102,1,794157853,5
T,8,100,2,794268748,0
T,10,272,3,795123549,0
T,9,101,1,795406624,1
T,5,101,2,796669998,4
T,9,101,1,796957942,0
T,8,100,2,798312130,4
T,9,107,1,799024178,0
T,9,101,1,801013997,5
T,9,103,1,802206832,4
T,5,101,2,802598000,1
T,7,101,1,803004047,3
T,4,101,1,803987162,2
T,7,100,1,804615014,2
T,10,272,3,805960316,0
T,9,108,1,806344458,0
T,7,101,1,808209449,2
T,9,105,1,809011441,3
T,9,102,1,809783924,2
T,9,103,1,810542814,3
T,5,101,2,811254025,2
T,9,108,1,812993944,4
T,7,101,1,814806257,2
T,9,105,1,816088737,0
T,6,100,4,817798548,5
T,9,108,1,818338212,5
T,9,104,1,818583248,5
T,10,272,3,820094584,0
T,9,104,1,820724495,1
T,9,107,1,820979611,3
T,9,108,1,821920160,4
T,9,107,1,822097262,4
T,10,272,3,823668695,0
T,10,100,3,823998059,0
T,9,105,1,825454916,1
T,9,107,1,827224733,2
T,9,100,1,827867346,0
T,7,103,1,829137543,4
T,9,103,1,830022128,3
T,9,109,1,830845577,1
T,10,272,3,831164832,0
T,7,100,1,833008231,0
T,10,100,3,833838729,0
T,8,112,2,835031586,1
T,9,108,1,836050486,0
T,9,108,1,836291360,2
T,7,103,1,836438724,0
T,10,100,3,837958788,0
T,10,100,3,839140905,0
T,5,100,2,840414993,2
T,9,108,1,842188008,1
T,9,102,1,843631189,1
T,9,107,1,845277604,0
T,9,103,1,846619544,3
T,9,100,1,847170004,5
T,6,100,4,847483393,4
T,10,100,3,848350516,0
T,8,112,2,849000710,0
T,9,108,1,850441017,4
T,8,112,2,851364241,4
T,9,105,1,853237420,2
T,9,102,1,854817984,5
T,10,100,3,856327501,0
T,5,100,2,857067929,1
T,5,101,2,857464379,5
T,9,107,1,857853507,4
T,9,107,1,858974128,1
T,9,102,1,859424070,4
T,9,102,1,860183792,1
T,10,100,3,862098923,0
T,8,100,2,862485257,3
T,6,101,4,863645237,4
T,9,107,1,864776460,5
T,9,108,1,865227215,3
T,4,100,1,865939771,1
T,4,100,1,866645156,4
T,5,101,2,868302329,4
T,9,108,1,869473566,4
T,5,100,2,871199095,2
T,9,105,1,873024235,4
T,9,108,1,873582550,4
T,10,100,3,875226030,0
T,10,100,3,875950370,0
T,10,100,3,876993527,0
T,7,100,1,878908172,3
T,10,100,3,879448318,0
T,10,272,3,881354067,0
T,9,107,1,882746229,1
T,5,100,2,884535360,1
T,4,101,1,885224838,4
T,9,102,1,886801345,2
T,7,103,1,888700736,2
T,9,101,1,890373797,1
T,9,100,1,892292127,2
T,9,102,1,892698821,1
T,9,103,1,893622374,5
T,9,104,1,894591066,5
T,9,101,1,896357460,5
T,10,100,3,897302299,0
T,9,104,1,899242166,5
T,9,108,1,900562615,2
T,4,100,1,901624052,5
T,9,105,1,903392709,0
T,9,103,1,905222539,3
T,6,101,4,907059701,2
T,7,103,1,907433576,4
T,9,108,1,909408754,2
T,9,100,1,909717577,0
T,9,108,1,910078121,0
T,10,100,3,911103564,0
T,9,107,1,912647645,1
T,10,272,3,913081044,0
T,10,272,3,913376792,0
T,9,104,1,914256604,0
T,9,102,1,915187792,0
T,9,103,1,916662444,3
T,4,100,1,917210020,0
T,9,102,1,917784376,4
T,9,108,1,917901284,0
T,9,101,1,919456772,3
T,5,100,2,920360127,1
T,4,100,1,921117272,0
T,8,112,2,922019896,1
T,9,102,1,923539955,5
T,5,100,2,925003146,4
T,5,101,2,925549955,5
T,9,102,1,926941960,3
T,9,103,1,928922251,0
T,4,100,1,930553191,4
T,9,107,1,932312199,2
T,5,101,2,932588881,5
T,7,103,1,934201304,4
T,9,100,1,936138046,5
T,7,103,1,937306592,4
T,5,101,2,938761708,2
T,4,100,1,939670968,3
T,5,101,2,941016529,5
T,4,100,1,941780220,2
T,5,101,2,943026012,2
T,9,108,1,943161012,0
T,9,100,1,943713457,2
T,4,100,1,944875896,3
T,7,103,1,946584642,4
T,9,107,1,948027946,0
T,9,102,1,948303261,2
T,8,100,2,949528152,1
T,8,100,2,951093381,2
T,9,103,1,951706092,0
T,4,101,1,952756881,0
T,9,100,1,954253751,2
T,9,102,1,954380311,0
T,9,100,1,955521364,1
T,10,272,3,955971510,0
T,9,104,1,957930456,5
T,5,100,2,959723083,2
T,9,109,1,960374528,0
T,9,101,1,961429146,3
T,9,100,1,963331354,3
T,9,105,1,963966371,1
T,9,101,1,965619899,1
T,9,100,1,966232760,0
T,4,101,1,966647510,3
T,5,100,2,968431765,4
T,10,272,3,969002607,0
T,8,112,2,969773559,5
T,7,100,1,970655394,4
T,5,100,2,971223446,1
T,10,100,3,972164246,0
T,4,101,1,973886450,2
T,10,272,3,974167613,0
T,9,100,1,974688450,2
T,7,101,1,976094383,5
T,7,101,1,977229035,4
T,10,100,3,978865121,0
T,10,100,3,979280881,0
T,4,101,1,979869512,0
T,9,100,1,979972578,2
T,9,107,1,981597658,5
T,8,100,2,982197131,4
T,9,100,1,983789574,1
T,7,100,1,985771322,1
T,10,272,3,987341104,0
T,10,272,3,989009562,0
T,4,100,1,989389560,4
T,9,107,1,990730855,0
T,9,107,1,991104970,5
T,7,101,1,992884404,2
T,9,105,1,993933906,2
T,7,100,1,994319353,1
T,9,101,1,994640933,1
T,5,101,2,995593451,2
T,5,101,2,996641189,1
T,8,112,2,996930815,0
T,5,101,2,998492274,5
T,9,103,1,998903331,2
T,4,100,1,999834315,2
T,9,104,1,1001654167,2
T,10,100,3,1002602238,0
T,10,100,3,1002900891,0
T,9,102,1,1003025966,0
T,4,100,1,1003541481,1
T,10,272,3,1005080725,0
T,9,101,1,1006409905,4
T,7,100,1,1006645112,0
T,6,101,4,1006938005,1
T,10,272,3,1007294964,0
T,4,101,1,1007747262,0
T,10,272,3,1009570461,0
T,9,108,1,1010473102,0
T,9,102,1,1011023394,2
T,10,272,3,1011710291,0
T,9,102,1,1013098165,0
T,9,103,1,1013817045,5
T,9,109,1,1014044927,3
T,4,101,1,1015024126,1
T,6,100,4,1016806394,5
T,9,100,1,1018546190,3
T,9,108,1,1020284978,4
T,9,109,1,1021199472,2
T,7,100,1,1022551715,2
T,6,101,4,1024347585,0
T,10,272,3,1026055769,0
T,9,103,1,1026365765,1
T,7,100,1,1027584993,2
T,10,100,3,1029287321,0
T,10,100,3,1030594634,0
T,10,272,3,1031438713,0
T,10,100,3,1031908022,0
T,7,101,1,1033471050,5
T,8,100,2,1035040232,5
T,8,100,2,1035534986,4
T,10,272,3,1036771903,0
T,8,112,2,1037061186,0
T,4,100,1,1038265228,0
T,9,105,1,1038787729,4
T,10,272,3,1040391256,0
T,5,101,2,1040537210,0
T,5,100,2,1042412409,0
T,9,105,1,1043295885,0
T,9,107,1,1043607764,4
T,8,112,2,1044038073,1
T,9,107,1,1045159805,5
T,9,102,1,1046438356,5
T,9,105,1,1047934077,1
T,9,102,1,1048677531,3
T,9,104,1,1049150212,1
T,9,107,1,1049318123,4
T,5,101,2,1049881373,4
T,9,101,1,1050276323,3
T,8,100,2,1051103636,1
T,10,100,3,1052537816,0
T,10,100,3,1054360965,0
T,9,105,1,1054484863,3
T,7,100,1,1054727038,5
